Brand,Model,Storage,marketplace,category,link,priceInitial,pricePromo,promotiontype,collectionTime
Samsung,Galaxy A55,8GB,Jumia,PC Portables,https://www.jumia.ma/samsung-galaxy-a55-5g-6.5-8-go-ram-256-go-rom-50-mp-12-mp-5-mp-32-mp-awesome-lilac-65703209.html,5200.0,4530.0,13%,2025-01-28 14:38:36
Samsung,Galaxy A06,64GB,Jumia,PC Portables,https://www.jumia.ma/samsung-galaxy-a06-lte-6.7-64-go-4go-ram-helio-g99-dual-sim-4g-noir-65655138.html,1803.0,1394.0,23%,2025-01-28 14:38:40
XIAOMI,Redmi A3x,64GB,Jumia,PC Portables,https://www.jumia.ma/xiaomi-redmi-a3x-6.7-64-go-3-go-ram-5000mah-midnight-black-65418732.html,1345.0,1040.0,23%,2025-01-28 14:38:40
Apple,iPhone 13,128GB,Jumia,PC Portables,https://www.jumia.ma/apple-iphone-13-61-128-go-4-go-ram-rouge-43440012.html,9999.0,7575.0,24%,2025-01-28 14:38:40
XIAOMI,Redmi Note,6GB,Jumia,PC Portables,https://www.jumia.ma/xiaomi-redmi-note-13-amoled-120hz-6.67-6-go-ram-128-go-rom-snapdragon-685-108-mp-8-mp-noir-65756406.html,2290.0,2190.0,4%,2025-01-28 14:38:40
Samsung,Galaxy A54,128GB,Jumia,PC Portables,https://www.jumia.ma/samsung-galaxy-a54-5g-6.5-128-go-8-go-ram-50-mp-12-mp-5-mp-32-mp-awesome-lime-65127533.html,4100.0,3770.0,8%,2025-01-28 14:38:40
Samsung,Galaxy A04s,64GB,Jumia,PC Portables,https://www.jumia.ma/samsung-galaxy-a04s-6.5-64-go-4-go-ram-blanc-65312627.html,1699.0,1390.0,18%,2025-01-28 14:38:40
Apple,iPhone 16,128GB,Jumia,PC Portables,https://www.jumia.ma/apple-iphone-16-61-128-go-8-go-ram-blanc-65767721.html,11999.0,9975.0,17%,2025-01-28 14:38:40
Apple,iPhone 16,256GB,Jumia,PC Portables,https://www.jumia.ma/apple-iphone-16-pro-max-69-256-go-8-go-ram-titane-blanc-65766121.html,18999.0,15975.0,16%,2025-01-28 14:38:40
Apple,iPhone 15,256GB,Jumia,PC Portables,https://www.jumia.ma/apple-iphone-15-pro-max-67-256-go-8-go-ram-titane-naturel-65961422.html,16900.0,12900.0,24%,2025-01-28 14:38:40
Apple,iPhone 16,256GB,Jumia,PC Portables,https://www.jumia.ma/apple-iphone-16-pro-63-256-go-8-go-ram-titane-noir-65766144.html,17999.0,14275.0,21%,2025-01-28 14:38:40
XIAOMI,Redmi 13,8GB,Jumia,PC Portables,https://www.jumia.ma/xiaomi-redmi-13-6.79-8-go-ram-256-go-rom-helio-g91-ultra-5030-mah-33w-108-mp-bleu-watch-kit-65777256.html,2290.0,2090.0,9%,2025-01-28 14:38:40
Infinix,Note 40,256GB,Jumia,PC Portables,https://www.jumia.ma/infinix-note-40-pro-5g-6.78-256-go-24-go-ram-12-go-12-go-noir-65655360.html,4300.0,3600.0,16%,2025-01-28 14:38:40
Samsung,Galaxy A25,6GB,Jumia,PC Portables,https://www.jumia.ma/samsung-galaxy-a25-5g-6.3-6-go-ram-128-go-rom-50-mp-bleu-64765996.html,2690.0,2390.0,11%,2025-01-28 14:38:40
XIAOMI,Redmi note,8GB,Jumia,PC Portables,https://www.jumia.ma/xiaomi-redmi-note-14-pro-5g-8-go-ram-256-go-noir-65997471.html,4849.0,N/A,Aucune,2025-01-28 14:38:43
Samsung,Galaxy A16,4GB,Jumia,PC Portables,https://www.jumia.ma/samsung-galaxy-a16-6.7-4-go-ram-128-go-rom-50-mp-4g-lte-noir-65966958.html,1990.0,1790.0,10%,2025-01-28 14:38:43
Samsung,Galaxy A25,8GB,Jumia,PC Portables,https://www.jumia.ma/samsung-galaxy-a25-5g-6.3-8-go-ram-256-go-rom-50-mp-jaune-64765999.html,3700.0,2990.0,19%,2025-01-28 14:38:43
Samsung,Galaxy S24,512GB,Jumia,PC Portables,https://www.jumia.ma/samsung-galaxy-s24-ultra-sm-s928b-6.8-512-go-12-go-ram-dynamic-amoled-2x-titanium-noir-neuf-64856069.html,17600.0,13999.0,20%,2025-01-28 14:38:43
Infinix,Note 40,256GB,Jumia,PC Portables,https://www.jumia.ma/infinix-note-40-pro-6.7-256-go-12-go-ram-green-65111720.html,3699.0,3649.0,1%,2025-01-28 14:38:43
Samsung,Galaxy A03,4GB,Jumia,PC Portables,https://www.jumia.ma/galaxy-a03-4g-ram-64-g-rom-6.5-5000-mah-48mp-dual-sim-noir-samsung-mpg1395261.html,1440.0,N/A,Aucune,2025-01-28 14:38:43
Samsung,A16,6GB,Jumia,PC Portables,https://www.jumia.ma/samsung-smartphone-a16-lte-black-6.7-helio-g99-6go-128go-android-4g-dual-sim-13-mpx-50-mpx-5-mpx-2mp-65831158.html,3349.0,2489.0,26%,2025-01-28 14:38:43
Oppo,A76,4GB,Jumia,PC Portables,https://www.jumia.ma/oppo-a76-4-go-ram-128-go-rom-extension-ram-5-go-33w-snapdragon-680-noir-62061633.html,1750.0,N/A,Aucune,2025-01-28 14:38:43
Apple,iPhone 16,128GB,Jumia,PC Portables,https://www.jumia.ma/apple-iphone-16-pro-63-128-go-8-go-ram-titane-naturel-65766185.html,16499.0,13375.0,19%,2025-01-28 14:38:43
Oppo,A3,128GB,Jumia,PC Portables,https://www.jumia.ma/oppo-a3x-66-128-go-4-go-ram-ocean-blue-65947353.html,1699.0,1519.0,11%,2025-01-28 14:38:43
XIAOMI,Redmi 14C,256GB,Jumia,PC Portables,https://www.jumia.ma/xiaomi-redmi-14c-6.88-256-go-8-go-ram-jusqua-16-go-helio-g81-ultra-5160-mah-50mp-dreamy-purple-65640961.html,1999.0,1796.0,10%,2025-01-28 14:38:43
Samsung,Galaxy S22,8GB,Jumia,PC Portables,https://www.jumia.ma/samsung-galaxy-s22-black-6.1-8go-128go-dual-sim-remis-a-neuf-65142557.html,5600.0,4700.0,16%,2025-01-28 14:38:43
XIAOMI,Redmi A3x,64GB,Jumia,PC Portables,https://www.jumia.ma/xiaomi-redmi-a3x-6.7-64-go-3-go-ram-5000mah-aurora-green-65418734.html,1345.0,1029.0,23%,2025-01-28 14:38:43
XIAOMI,Redmi A3x,64GB,Jumia,PC Portables,https://www.jumia.ma/xiaomi-redmi-a3x-6.7-64-go-3-go-ram-8mp-5000mah-moonlight-white-65418735.html,1345.0,1040.0,23%,2025-01-28 14:38:46
Samsung,Galaxy S22,8GB,Jumia,PC Portables,https://www.jumia.ma/samsung-galaxy-s22-black-noir-6.1-8go-256go-dual-sim-remis-a-neuf-61997350.html,6299.0,4299.0,32%,2025-01-28 14:38:46
Samsung,Galaxy A16,4GB,Jumia,PC Portables,https://www.jumia.ma/samsung-galaxy-a16-6.7-4-go-ram-128-go-rom-50-mp-adapter-4g-lte-noir-65966962.html,2090.0,1890.0,10%,2025-01-28 14:38:46
XIAOMI,Redmi 14C,128GB,Jumia,PC Portables,https://www.jumia.ma/redmi-14c-6.88-128gb-4gb-jusqua-8go-helio-g81-ultra-5160-mah-50-mp-sage-green-xiaomi-mpg1469224.html,1799.0,1459.0,19%,2025-01-28 14:38:46
Apple,iPhone 16,128GB,Jumia,PC Portables,https://www.jumia.ma/apple-iphone-16-plus-67-128-go-8-go-ram-outremer-65779984.html,12999.0,12075.0,7%,2025-01-28 14:38:46
Samsung,Galaxy A35,8GB,Jumia,PC Portables,https://www.jumia.ma/samsung-galaxy-a35-5g-6.6-8-go-ram-256-go-rom-50-mp-12-mp-5-mp-32-mp-violet-65296249.html,4690.0,4390.0,6%,2025-01-28 14:38:46
Apple,iPhone 16,128GB,Jumia,PC Portables,https://www.jumia.ma/apple-iphone-16-pro-63-128-go-8-go-ram-titane-sable-65766180.html,16499.0,13675.0,17%,2025-01-28 14:38:46
XIAOMI,Redmi 12,256GB,Jumia,PC Portables,https://www.jumia.ma/xiaomi-redmi-12-6.79-256-go-8-go-ram-helio-g88-5000mah-50mp-bleu-65198979.html,2099.0,1699.0,19%,2025-01-28 14:38:46
Samsung,A05,64GB,Jumia,PC Portables,https://www.jumia.ma/samsung-a05-6.7-64-go-4-go-ram-ips-lcd-5000-mah-50mp-noir-64881531.html,1449.0,N/A,Aucune,2025-01-28 14:38:46
XIAOMI,Redmi 14C,128GB,Jumia,PC Portables,https://www.jumia.ma/xiaomi-redmi-14c-6.88-128-go-8-go-ram-bleu-65957491.html,1499.0,N/A,Aucune,2025-01-28 14:38:46
XIAOMI,Redmi 14C,128GB,Jumia,PC Portables,https://www.jumia.ma/xiaomi-redmi-14c-6.88-128-go-4-go-ram-jusqua-8-go-helio-g81-ultra-5160-mah-50mp-starry-blue-65635739.html,1999.0,1450.0,27%,2025-01-28 14:38:46
Samsung,Galaxy S24,12GB,Jumia,PC Portables,https://www.jumia.ma/samsung-galaxy-s24-ultra-sm-s928b-titanium-gris-12go-512-go-dynamic-amoled-2x-neuf-64720057.html,17500.0,13799.0,21%,2025-01-28 14:38:46
Samsung,Galaxy S24,256GB,Jumia,PC Portables,https://www.jumia.ma/samsung-galaxy-s24-6.1-256-go-12-go-ram-5g-dual-sim-sm-s926bzvbmwd-65556080.html,21236.0,16767.0,21%,2025-01-28 14:38:46
XIAOMI,Redmi Note,128GB,Jumia,PC Portables,https://www.jumia.ma/xiaomi-redmi-note-11-pro-6.67-128-go-8-go-ram-graphite-gray-65252721.html,3199.0,2939.0,8%,2025-01-28 14:38:46
ZTE,Nubia V60,14GB,Jumia,PC Portables,https://www.jumia.ma/zte-nubia-v60-design-6.6-256gb-4gb-jusqua-14go-5000-mah-50mp-sunrise-violet-65925119.html,1599.0,1439.0,10%,2025-01-28 14:38:46
Apple,iPhone 15,256GB,Jumia,PC Portables,https://www.jumia.ma/apple-iphone-15-pro-max-67-256-go-8-go-ram-blue-titanium-65961089.html,16900.0,12900.0,24%,2025-01-28 14:38:46
XIAOMI,Redmi 13,256GB,Jumia,PC Portables,https://www.jumia.ma/xiaomi-redmi-13-6.79-256-go-8-go-ram-helio-g91-ultra-5030mah33w-108mp-noir-65286788.html,2399.0,1880.0,22%,2025-01-28 14:38:46
XIAOMI,Redmi A3,128GB,Jumia,PC Portables,https://www.jumia.ma/xiaomi-redmi-a3-pro-6.88-128-go-4-go-ram-helio-g81-ultra-5160-mah-50mp-navy-blue-65874182.html,1399.0,1329.0,5%,2025-01-28 14:38:46
Samsung,Galaxy A05,64GB,Jumia,PC Portables,https://www.jumia.ma/samsung-galaxy-a05-6.7-64-go-4-go-ram-silver-65873502.html,1249.0,N/A,Aucune,2025-01-28 14:38:49
Apple,iPhone 15,128GB,Jumia,PC Portables,https://www.jumia.ma/apple-iphone-15-61-128-go-6-go-ram-jaune-64037208.html,13000.0,9575.0,26%,2025-01-28 14:38:49
ZTE,A34,8GB,Jumia,PC Portables,https://www.jumia.ma/zte-blade-a34-6.6-64gb-4gb-jusqua-8go-green-65915106.html,1040.0,949.0,9%,2025-01-28 14:38:49
Samsung,Galaxy A05S,128GB,Jumia,PC Portables,https://www.jumia.ma/samsung-galaxy-a05s-6.5-128-go-4-go-ram-noir-65956664.html,1650.0,1550.0,6%,2025-01-28 14:38:49
Samsung,Galaxy M33,6GB,Jumia,PC Portables,https://www.jumia.ma/samsung-galaxy-m33-6.6-5g-6-go-ram-128-go-rom-dual-sim-50-mp-marron-62057833.html,2390.0,N/A,Aucune,2025-01-28 14:38:49
Samsung,Galaxy A06,128GB,Jumia,PC Portables,https://www.jumia.ma/samsung-galaxy-a06-67-128-go-6-go-ram-gold-65644307.html,1749.0,N/A,Aucune,2025-01-28 14:38:49
Samsung,Galaxy Z,12GB,Jumia,PC Portables,https://www.jumia.ma/samsung-galaxy-z-fold-6-7.6-1-to-snapdragon-8-12-go-ram-5g-pink-sm-f956blidmwd-65442240.html,32727.0,25341.0,23%,2025-01-28 14:38:49
XIAOMI,Redmi Note,8GB,Jumia,PC Portables,https://www.jumia.ma/xiaomi-redmi-note-10-pro-6.67-8go-128go-108mp8mp-bronze-64230219.html,3249.0,N/A,Aucune,2025-01-28 14:38:49
Samsung,Galaxy Z,512GB,Jumia,PC Portables,https://www.jumia.ma/samsung-galaxy-z-flip-6-6.7-512-go-argent-shadow-sm-f741bzsemwd-65467094.html,34446.0,26680.0,23%,2025-01-28 14:38:49
XIAOMI,RedmiI,256GB,Jumia,PC Portables,https://www.jumia.ma/xiaomi-redmii-note-13-pro-6.67-256-go-8-go-ram-lavender-purple-65956433.html,3050.0,2750.0,10%,2025-01-28 14:38:49
XIAOMI,Redmi Note,6GB,Jumia,PC Portables,https://www.jumia.ma/xiaomi-redmi-note-11s-6.5-6-go-ram-128-go-rom-mediatek-helio-g96-108-mp-noir-kit-watch-65768949.html,2490.0,1990.0,20%,2025-01-28 14:38:49
Apple,iPhone 15,128GB,Jumia,PC Portables,https://www.jumia.ma/apple-iphone-15-plus-67-128-go-6-go-ram-vert-64124385.html,14000.0,10975.0,22%,2025-01-28 14:38:49
Samsung,Galaxy A14,128GB,Jumia,PC Portables,https://www.jumia.ma/samsung-galaxy-a14-6.6-128-go-4-go-ram-50-mp-silver-65142561.html,2100.0,1880.0,10%,2025-01-28 14:38:49
Apple,iPhone 16,128GB,Jumia,PC Portables,https://www.jumia.ma/apple-iphone-16-plus-67-128-go-8-go-ram-sarcelle-65779990.html,12999.0,12975.0,1%,2025-01-28 14:38:49
Samsung,Galaxy M33,6GB,Jumia,PC Portables,https://www.jumia.ma/samsung-galaxy-m33-6.6-5g-6-go-ram-128-go-rom-dual-sim-50-mp-vert-58594688.html,2490.0,N/A,Aucune,2025-01-28 14:38:49
Samsung,Galaxy A14,128GB,Jumia,PC Portables,https://www.jumia.ma/samsung-galaxy-a14-6.6-128-go-4-go-ram-50-mp-silver-65142561.html,2100.0,1880.0,10%,2025-01-28 14:38:54
Apple,iPhone 16,128GB,Jumia,PC Portables,https://www.jumia.ma/apple-iphone-16-plus-67-128-go-8-go-ram-sarcelle-65779990.html,12999.0,12975.0,1%,2025-01-28 14:38:54
Samsung,Galaxy M33,6GB,Jumia,PC Portables,https://www.jumia.ma/samsung-galaxy-m33-6.6-5g-6-go-ram-128-go-rom-dual-sim-50-mp-vert-58594688.html,2490.0,N/A,Aucune,2025-01-28 14:38:54
Infinix,Note 40,8GB,Jumia,PC Portables,https://www.jumia.ma/infinix-note-40-6.7-88-go-ram-256-go-rom-108-mp-32-mp-helio-g99-noir-65252480.html,2850.0,N/A,Aucune,2025-01-28 14:38:54
Samsung,Galaxy A25,6GB,Jumia,PC Portables,https://www.jumia.ma/samsung-galaxy-a25-5g-6.3-6-go-ram-128-go-rom-50-mp-jaune-64765998.html,2530.0,2390.0,6%,2025-01-28 14:38:54
Apple,iPhone 16,128GB,Jumia,PC Portables,https://www.jumia.ma/apple-iphone-16-plus-67-128-go-8-go-ram-noir-65779997.html,12999.0,11975.0,8%,2025-01-28 14:38:54
XIAOMI,Redmi note,12GB,Jumia,PC Portables,https://www.jumia.ma/xiaomi-redmi-note-14-pro-5g-12-go-ram-512-go-violet-65997467.html,5499.0,N/A,Aucune,2025-01-28 14:38:54
Samsung,Galaxy A05,4GB,Jumia,PC Portables,https://www.jumia.ma/samsung-galaxy-a05-6.7-4-go-ram-128-go-rom-50-mp-4g-lte-vert-64541174.html,1290.0,N/A,Aucune,2025-01-28 14:38:54
ZTE,A34,64GB,Jumia,PC Portables,https://www.jumia.ma/zte-blade-a34-6.6-64-go-6-go-ram-4-go-2-go-deverrouillage-facial-noir-65682016.html,1200.0,980.0,18%,2025-01-28 14:38:54
ZTE,Nubia V60,16GB,Jumia,PC Portables,https://www.jumia.ma/zte-nubia-v60-design-6.6-256gb-6gb-jusqua-16go-5000-mah-50mp-dark-blue-65915158.html,1699.0,1539.0,9%,2025-01-28 14:38:54
Samsung,A06,64GB,Jumia,PC Portables,https://www.jumia.ma/samsung-a06-6.7-64-go-4-go-ram-helio-g85-5000-mah25w-50mp-adaptateur-light-blue-65874199.html,1399.0,1259.0,10%,2025-01-28 14:38:54
Samsung,Galaxy Z,512GB,Jumia,PC Portables,https://www.jumia.ma/samsung-galaxy-z-fold-6-7.6-512-go-snapdragon-8-12-go-ram-5g-argent-shadow-sm-f956bzsgmwd-65574583.html,19590.0,15194.0,22%,2025-01-28 14:38:54
XIAOMI,Redmi A3x,128GB,Jumia,PC Portables,https://www.jumia.ma/xiaomi-redmi-a3x-6.7-128-go-4-go-ram-8mp-5000mah-moonlight-white-65726376.html,1349.0,1179.0,13%,2025-01-28 14:38:54
Samsung,Galaxy A16,256GB,Jumia,PC Portables,https://www.jumia.ma/samsung-galaxy-a16-lte-6.7-256-go-8-go-ram-helio-g99-dual-sim-4g-vert-clair-65556862.html,32415.0,25100.0,23%,2025-01-28 14:38:54
Oppo,A76,4GB,Jumia,PC Portables,https://www.jumia.ma/oppo-a76-4-go-ram-128-go-rom-extension-ram-5-go-33w-snapdragon-680-5000-mah-bleu-62061634.html,1700.0,N/A,Aucune,2025-01-28 14:38:54
Apple,iPhone 16,256GB,Jumia,PC Portables,https://www.jumia.ma/apple-iphone-16-pro-63-256-go-8-go-ram-titane-naturel-65766155.html,17999.0,14675.0,18%,2025-01-28 14:38:54
XIAOMI,Redmi 13,128GB,Jumia,PC Portables,https://www.jumia.ma/xiaomi-redmi-13-6.79-128-go-8-go-ram-helio-g91-5030mah33w-108mp-pink-65282859.html,2099.0,1839.0,12%,2025-01-28 14:39:00
Itel,A58,32GB,Jumia,PC Portables,https://www.jumia.ma/itel-a58-pro-6.6-32-go-2-go-ram-4000-mah-sky-cyan-65765635.html,1100.0,870.0,21%,2025-01-28 14:39:00
Apple,iPhone 16,256GB,Jumia,PC Portables,https://www.jumia.ma/apple-iphone-16-61-256-go-8-go-ram-blanc-65924636.html,12999.0,11975.0,8%,2025-01-28 14:39:00
Samsung,A05,128GB,Jumia,PC Portables,https://www.jumia.ma/samsung-a05s-6.7-128-go-4-go-ram-ips-lcd-snapdragon-680-5000-mah-50mp-noir-64735161.html,1849.0,N/A,Aucune,2025-01-28 14:39:00
Apple,iPhone 16,128GB,Jumia,PC Portables,https://www.jumia.ma/apple-iphone-16-6.1-128-go-noir-bouton-action-controle-de-camera-a18-ios-48-mpx-new-65807960.html,11999.0,10299.0,14%,2025-01-28 14:39:00
Samsung,A15,128GB,Jumia,PC Portables,https://www.jumia.ma/samsung-a15-6.5-128-go-4-go-ram-amoled-90hz-helio-g99-5000-mah-noir-64735167.html,2199.0,1840.0,16%,2025-01-28 14:39:00
Samsung,Galaxy Z,512GB,Jumia,PC Portables,https://www.jumia.ma/samsung-galaxy-z-fold-6-7.6-512-go-snapdragon-8-12-go-ram-5g-navy-sm-f956bdbhmwd-65574586.html,19245.0,15195.0,21%,2025-01-28 14:39:00
Apple,iPhone 16,256GB,Jumia,PC Portables,https://www.jumia.ma/apple-iphone-16-pro-max-6.7-256-go-titane-black-new-65971242.html,18999.0,15699.0,17%,2025-01-28 14:39:00
Samsung,Galaxy A14,128GB,Jumia,PC Portables,https://www.jumia.ma/samsung-galaxy-a14-66-128-go-4-go-ram-noir-64727942.html,1980.0,N/A,Aucune,2025-01-28 14:39:00
Apple,iPhone 16,128GB,Jumia,PC Portables,https://www.jumia.ma/apple-iphone-16-pro-63-128-go-8-go-ram-titane-noir-65766182.html,16499.0,13675.0,17%,2025-01-28 14:39:00
Samsung,galaxy a05s,6GB,Jumia,PC Portables,https://www.jumia.ma/samsung-galaxy-a05s-light-violet-6go-128go-sm-a057flvhmwd-65311351.html,2829.0,2094.0,26%,2025-01-28 14:39:00
XIAOMI,Redmi Note,128GB,Jumia,PC Portables,https://www.jumia.ma/xiaomi-redmi-note-13-66-128-go-6-go-ram-ice-blue-65645824.html,2299.0,N/A,Aucune,2025-01-28 14:39:00
XIAOMI,Redmi 12,4GB,Jumia,PC Portables,https://www.jumia.ma/xiaomi-redmi-12-amoled-679-4go-256go-mediatek-helio-g88-50mp-silver-66003118.html,1559.0,1499.0,4%,2025-01-28 14:39:00
ZTE,Nubia V60,14GB,Jumia,PC Portables,https://www.jumia.ma/zte-nubia-v60-design-6.6-256gb-4gb-jusqua-14go-5000-mah-50mp-dark-blue-65915163.html,1599.0,1419.0,11%,2025-01-28 14:39:00
Apple,iPhone 16,256GB,Jumia,PC Portables,https://www.jumia.ma/apple-iphone-16-pro-63-256-go-8-go-ram-titane-blanc-65766164.html,17999.0,14675.0,18%,2025-01-28 14:39:00
XIAOMI,Redmi A3X,128GB,Jumia,PC Portables,https://www.jumia.ma/xiaomi-redmi-a3x-6.7-128-go-4-go-ram-red-65626285.html,1399.0,1179.0,16%,2025-01-28 14:39:00
Oppo,A76,6GB,Jumia,PC Portables,https://www.jumia.ma/oppo-a76-6-go-ram-128-go-rom-extension-ram-5-go-33w-snapdragon-680-noir-61372262.html,2390.0,N/A,Aucune,2025-01-28 14:39:00
XIAOMI,Redmi note,12GB,Jumia,PC Portables,https://www.jumia.ma/xiaomi-redmi-note-14-pro-6.67-12-go-ram-512-go-aurore-violette-65989449.html,3949.0,N/A,Aucune,2025-01-28 14:39:00
XIAOMI,Redmi Note,128GB,Jumia,PC Portables,https://www.jumia.ma/redmi-note-11-pro-8go-128go-amoled-fhd-de-667-g96-108mp-gris-xiaomi-mpg1441849.html,3199.0,2890.0,10%,2025-01-28 14:39:00
Samsung,Galaxy Z,512GB,Jumia,PC Portables,https://www.jumia.ma/samsung-galaxy-z-fold-6-7.6-512-go-snapdragon-8-12-go-ram-5g-pink-shadow-sm-f956bligmwd-65556077.html,20899.0,16501.0,21%,2025-01-28 14:39:03
Samsung,Galaxy A05,4GB,Jumia,PC Portables,https://www.jumia.ma/samsung-galaxy-a05-6.7-4-go-ram-128-go-rom-50-mp-4g-lte-noir-64545886.html,1390.0,1290.0,7%,2025-01-28 14:39:03
Oppo,A3,128GB,Jumia,PC Portables,https://www.jumia.ma/oppo-a3x-66-128-go-4-go-ram-nebula-red-65951638.html,1699.0,1499.0,12%,2025-01-28 14:39:03
