Brand,Model,Storage,marketplace,category,link,priceInitial,pricePromo,promotiontype,collectionTime
XIAOMI,Redmi 13,128GB,Jumia,PC Portables,https://www.jumia.ma/xiaomi-redmi-13-6.79-128-go-8-go-ram-helio-g91-5030mah-108mp-gold-65288888.html,2399.0,1829.0,24%,2025-01-28 14:39:03
XIAOMI,Redmi note,8GB,Jumia,PC Portables,https://www.jumia.ma/xiaomi-redmi-note-14-8-go-ram-256-go-bleu-65997465.html,2349.0,N/A,Aucune,2025-01-28 14:39:03
Samsung,A55,8GB,Jumia,PC Portables,https://www.jumia.ma/samsung-smartphone-a55-awesome-navy-66-octa-core-8go-256go-android-5g-sm-a556ezkwmwd-65151411.html,7933.0,6238.0,21%,2025-01-28 14:39:03
XIAOMI,Redmi 14C,128GB,Jumia,PC Portables,https://www.jumia.ma/redmi-14c-6.88-128-go-6-go-ram-jusqua-12-go-helio-g81-ultra-5160-mah-50mp-midnight-black-xiaomi-mpg1500183.html,1999.0,1587.0,21%,2025-01-28 14:39:03
Apple,iPhone 14,128GB,Jumia,PC Portables,https://www.jumia.ma/iphone-14-128gb-rouge-61-red-a15-ios-mode-action-sos-6gb-ram-siri-garantie-apple-mpg1408675.html,12499.0,8575.0,31%,2025-01-28 14:39:03
Samsung,Galaxy Z,512GB,Jumia,PC Portables,https://www.jumia.ma/samsung-galaxy-z-flip-6-6.7-512-go-bleu-sm-f741blbemwd-65556079.html,21236.0,16767.0,21%,2025-01-28 14:39:03
Samsung,A15,128GB,Jumia,PC Portables,https://www.jumia.ma/samsung-a15-6.5-128-go-4-go-ram-amoled-90hz-helio-g99-5000-mah-personality-yellow-64735165.html,2199.0,1850.0,16%,2025-01-28 14:39:03
XIAOMI,Redmi note,8GB,Jumia,PC Portables,https://www.jumia.ma/xiaomi-redmi-note-14-8-go-ram-256-go-vert-65997463.html,2349.0,N/A,Aucune,2025-01-28 14:39:03
Apple,iPhone 14,128GB,Jumia,PC Portables,https://www.jumia.ma/iphone-14-128go-jaune-61-yellow-a15-ios-mode-action-sos-6gb-ram-garantie-apple-mpg1408678.html,12499.0,8575.0,31%,2025-01-28 14:39:03
ZTE,A35,64GB,Jumia,PC Portables,https://www.jumia.ma/zte-blade-a35-6.7-64go-rom-2gb-jusqua-6go-clover-green-65982175.html,1040.0,869.0,16%,2025-01-28 14:39:03
XIAOMI,Redmi 13,8GB,Jumia,PC Portables,https://www.jumia.ma/xiaomi-redmi-13-6.79-8-go-ram-256-go-rom-helio-g91-ultra-5030-mah-33w-108-mp-noir-65453420.html,2280.0,N/A,Aucune,2025-01-28 14:39:03
Vivo,Y03,64GB,Jumia,PC Portables,https://www.jumia.ma/vivo-y03-65-64go-rom-4gb-jusqua-8go-5000mah-helio-g85-gem-green-65431128.html,1299.0,1149.0,12%,2025-01-28 14:39:03
Samsung,Galaxy A55,8GB,Jumia,PC Portables,https://www.jumia.ma/samsung-galaxy-a55-5g-6.5-8-go-ram-256-go-rom-50-mp-12-mp-5-mp-32-mp-noir-chargeur-25w-65754517.html,5500.0,4550.0,17%,2025-01-28 14:39:03
Samsung,Galaxy A04s,64GB,Jumia,PC Portables,https://www.jumia.ma/samsung-galaxy-a04s-6.5-64-go-4-go-ram-copper-65328995.html,1799.0,1450.0,19%,2025-01-28 14:39:03
Samsung,Galaxy A06,128GB,Jumia,PC Portables,https://www.jumia.ma/samsung-galaxy-a06-6.7-128-go-4-go-ram-light-blue-65956504.html,1470.0,1385.0,6%,2025-01-28 14:39:03
XIAOMI,Redmi note,8GB,Jumia,PC Portables,https://www.jumia.ma/xiaomi-redmi-note-14-pro-5g-8-go-ram-256-go-bleu-65997469.html,4849.0,N/A,Aucune,2025-01-28 14:39:03
XIAOMI,Redmi note,8GB,Jumia,PC Portables,https://www.jumia.ma/xiaomi-redmi-note-14-pro-5g-8-go-ram-256-go-bleu-65997469.html,4849.0,N/A,Aucune,2025-01-28 14:39:07
XIAOMI,Redmi A3X,128GB,Jumia,PC Portables,https://www.jumia.ma/xiaomi-redmi-a3x-6.7-128-go-4-go-ram-red-65642657.html,1399.0,1179.0,16%,2025-01-28 14:39:07
Samsung,A15,128GB,Jumia,PC Portables,https://www.jumia.ma/samsung-a15-6.5-128-go-4-go-ram-amoled-90hz-helio-g99-5000-mah-adaptateur-black-65797016.html,1999.0,1891.0,5%,2025-01-28 14:39:07
Itel,Galaxy Blue,32GB,Jumia,PC Portables,https://www.jumia.ma/itel-p38-6.6-32-go-2-go-ram-galaxy-blue-57091528.html,1499.0,989.0,34%,2025-01-28 14:39:07
XIAOMI,REDMI 13,256GB,Jumia,PC Portables,https://www.jumia.ma/xiaomi-redmi-13-256-go-8-go-ram-sandy-gold-65796904.html,2200.0,1900.0,14%,2025-01-28 14:39:07
ZTE,A54,64GB,Jumia,PC Portables,https://www.jumia.ma/zte-blade-a54-6.6-64-go-8-go-ram-bleu-64902097.html,1499.0,1149.0,23%,2025-01-28 14:39:07
Oppo,A83,64GB,Jumia,PC Portables,https://www.jumia.ma/a83-5.7-64gb-4gb-13mp-camera-dual-sim-4g-bleu-oppo-mpg845453.html,2399.0,N/A,Aucune,2025-01-28 14:39:07
Infinix,Note 40,128GB,Jumia,PC Portables,https://www.jumia.ma/infinix-note-40-pro-6.78-128-go-12-go-ram-vintage-green-65763568.html,5100.0,3400.0,33%,2025-01-28 14:39:07
Samsung,Galaxy A25,256GB,Jumia,PC Portables,https://www.jumia.ma/samsung-galaxy-a25-5g-6.3-256-go-8-go-ram-50-mp-noir-65693541.html,3700.0,3080.0,17%,2025-01-28 14:39:07
Vivo,Y16,64GB,Jumia,PC Portables,https://www.jumia.ma/vivo-y16-6.5-64-go-4-go-ram-drizzling-gold-59223455.html,1699.0,N/A,Aucune,2025-01-28 14:39:07
Apple,iPhone 16,128GB,Jumia,PC Portables,https://www.jumia.ma/apple-iphone-16-pro-63-128-go-8-go-ram-titane-blanc-65766190.html,16499.0,13675.0,17%,2025-01-28 14:39:07
Vivo,Y35,128GB,Jumia,PC Portables,https://www.jumia.ma/vivo-y35-6.5-128-go-8-go-ram-agate-black-59821659.html,2799.0,N/A,Aucune,2025-01-28 14:39:10
XIAOMI,Redmi 14C,128GB,Jumia,PC Portables,https://www.jumia.ma/xiaomi-redmi-14c-6.88-128-go-6-go-ram-jusqua-12-go-helio-g81-ultra-5160-mah-50mp-dreamy-purple-65629971.html,1999.0,1599.0,20%,2025-01-28 14:39:10
XIAOMI,Redmi A3,128GB,Jumia,PC Portables,https://www.jumia.ma/xiaomi-redmi-a3-6.71-128-go-4-go-ram-noir-65956465.html,1320.0,1250.0,5%,2025-01-28 14:39:10
Samsung,Galaxy Z,256GB,Jumia,PC Portables,https://www.jumia.ma/samsung-galaxy-z-flip-6-6.7-256-go-menthe-sm-f741blgamwd-65556078.html,21236.0,16767.0,21%,2025-01-28 14:39:10
Samsung,Galaxy A35,256GB,Jumia,PC Portables,https://www.jumia.ma/samsung-galaxy-a35-6.6-256-go-8-go-ram-noir-65291280.html,6000.0,N/A,Aucune,2025-01-28 14:39:10
XIAOMI,Redmi note,12GB,Jumia,PC Portables,https://www.jumia.ma/xiaomi-redmi-note-14-pro-6.67-12-go-ram-512-go-bleu-65989451.html,3949.0,N/A,Aucune,2025-01-28 14:39:10
Samsung,Galaxy Z,512GB,Jumia,PC Portables,https://www.jumia.ma/samsung-galaxy-z-fold-6-7.6-512-go-snapdragon-8-12-go-ram-5g-rose-sm-f956bligmwd-65574582.html,19245.0,15195.0,21%,2025-01-28 14:39:10
Samsung,Galaxy A3,16GB,Jumia,PC Portables,https://www.jumia.ma/galaxy-a3-4g-16-go-android-4.4-or-samsung-mpg1965.html,2749.0,N/A,Aucune,2025-01-28 14:39:10
XIAOMI,REDMI NOTE,256GB,Jumia,PC Portables,https://www.jumia.ma/xiaomi-redmi-note-11-pro-5g-256-go-8-go-ram-65895959.html,4799.0,3200.0,33%,2025-01-28 14:39:10
XIAOMI,Redmi Note,256GB,Jumia,PC Portables,https://www.jumia.ma/xiaomi-redmi-note-14-66-amoled-120hz-256go-8go-helio-g99-ultra-108mp-blue-66012909.html,2599.0,2399.0,8%,2025-01-28 14:39:10
ZTE,A53,64GB,Jumia,PC Portables,https://www.jumia.ma/zte-blade-a53-652-64-go-2-go-ram-space-grey-65831289.html,1399.0,989.0,29%,2025-01-28 14:39:10
Samsung,Galaxy M33,6GB,Jumia,PC Portables,https://www.jumia.ma/samsung-galaxy-m33-6.6-5g-6-go-ram-128-go-rom-dual-sim-50-mp-bleu-58594698.html,2590.0,N/A,Aucune,2025-01-28 14:39:10
Samsung,A15,128GB,Jumia,PC Portables,https://www.jumia.ma/samsung-a15-6.5-128-go-4-go-ram-amoled-90hz-helio-g99-5000-mah-adaptateur-personality-yellow-65797327.html,1999.0,1890.0,5%,2025-01-28 14:39:10
ZTE,A54,128GB,Jumia,PC Portables,https://www.jumia.ma/zte-blade-a54-6.6-128-go-8-go-ram-gris-64885378.html,1599.0,1249.0,22%,2025-01-28 14:39:10
Itel,A50,64GB,Jumia,PC Portables,https://www.jumia.ma/itel-a50-6.6-64-go-6-go-ram-noir-65371028.html,1399.0,998.0,29%,2025-01-28 14:39:10
Samsung,Galaxy A05,64GB,Jumia,PC Portables,https://www.jumia.ma/samsung-galaxy-a05-6.5-64-go-4-go-ram-noir-65942888.html,1399.0,1209.0,14%,2025-01-28 14:39:10
ZTE,A34,64GB,Jumia,PC Portables,https://www.jumia.ma/zte-blade-a34-6.6-64-go-6-go-ram-noir-65180123.html,1499.0,1049.0,30%,2025-01-28 14:39:10
Apple,iPhone 16,128GB,Jumia,PC Portables,https://www.jumia.ma/apple-iphone-16-plus-67-128-go-8-go-ram-blanc-65780005.html,12999.0,11875.0,9%,2025-01-28 14:39:10
XIAOMI,Redmi Note,8GB,Jumia,PC Portables,https://www.jumia.ma/xiaomi-redmi-note-13-pro-6.67-8-go-ram-256-go-rom-snapdragon-7s-gen2-200-mp-vert-64760751.html,3190.0,N/A,Aucune,2025-01-28 14:39:10
XIAOMI,Redmi 14C,12GB,Jumia,PC Portables,https://www.jumia.ma/xiaomi-redmi-14c-6.88-128gb-6gb-jusqua-12go-helio-g81-ultra-5160-mah-50-mp-midnight-black-65641304.html,1589.0,N/A,Aucune,2025-01-28 14:39:10
XIAOMI,REDMI NOTE,256GB,Jumia,PC Portables,https://www.jumia.ma/xiaomi-redmi-note-13-pro-5g-256-go-8-go-ram-purple-65950268.html,4799.0,4200.0,12%,2025-01-28 14:39:10
ZTE,Nubia V60,16GB,Jumia,PC Portables,https://www.jumia.ma/zte-nubia-v60-design-6.6-256gb-6gb-jusqua-16go-5000-mah-50mp-champagne-gold-65915152.html,1699.0,1519.0,11%,2025-01-28 14:39:10
Samsung,Galaxy A05,4GB,Jumia,PC Portables,https://www.jumia.ma/samsung-galaxy-a05-6.7-4-go-ram-128-go-rom-50-mp-4g-lte-silver-64541183.html,1390.0,N/A,Aucune,2025-01-28 14:39:15
Samsung,Galaxy A16,128GB,Jumia,PC Portables,https://www.jumia.ma/samsung-galaxy-a16-lte-6.7-128-go-6-go-ram-helio-g99-dual-sim-4g-vert-clair-65816288.html,3349.0,2489.0,26%,2025-01-28 14:39:15
Samsung,A35,8GB,Jumia,PC Portables,https://www.jumia.ma/samsung-smartphone-a35-awesome-navy-6.6-octa-core-8go-256go-android-5g-ds-sm-a356ezkvmwd-65144834.html,6691.0,5416.0,19%,2025-01-28 14:39:15
Samsung,A06,64GB,Jumia,PC Portables,https://www.jumia.ma/samsung-a06-6.7-64-go-4-go-ram-helio-g85-5000-mah25w-50mp-gold-65723713.html,1299.0,N/A,Aucune,2025-01-28 14:39:15
Samsung,A05,128GB,Jumia,PC Portables,https://www.jumia.ma/samsung-a05-128-go-65694677.html,1499.0,1349.0,10%,2025-01-28 14:39:15
ZTE,A35,64GB,Jumia,PC Portables,https://www.jumia.ma/zte-blade-a35-6.7-64go-rom-2gb-jusqua-6go-clover-green-65976166.html,1049.0,899.0,14%,2025-01-28 14:39:15
XIAOMI,Redmi 9C,4GB,Jumia,PC Portables,https://www.jumia.ma/xiaomi-redmi-9c-6.53-4-go-ram-128-go-rom-android-13-mp-2-mp-2-mp-5-mp-vert-kit-watch-65767146.html,1590.0,1450.0,9%,2025-01-28 14:39:15
Samsung,Galaxy Z,256GB,Jumia,PC Portables,https://www.jumia.ma/samsung-galaxy-z-fold-4-7.6-256-go-12-go-ram-phantom-black-61902097.html,19000.0,14900.0,22%,2025-01-28 14:39:15
Samsung,Galaxy S24,8GB,Jumia,PC Portables,https://www.jumia.ma/samsung-galaxy-s24-amber-yellow-8go-256-go-sm-s921bzycmwd-65324747.html,16079.0,12414.0,23%,2025-01-28 14:39:15
Samsung,galaxy s24,8GB,Jumia,PC Portables,https://www.jumia.ma/samsung-galaxy-s24-cobalt-violet-8go-256-go-sm-s921bzvcmwd-65311224.html,16079.0,12414.0,23%,2025-01-28 14:39:15
XIAOMI,Redmi A3X,64GB,Jumia,PC Portables,https://www.jumia.ma/xiaomi-redmi-a3x-6.7-64-go-3-go-ram-red-65625376.html,1199.0,1050.0,12%,2025-01-28 14:39:15
Samsung,Galaxy A03,4GB,Jumia,PC Portables,https://www.jumia.ma/galaxy-a03-4g-ram-64g-rom-6.5-5000-mah-48mp-dual-sim-bleu-samsung-mpg1395258.html,1440.0,N/A,Aucune,2025-01-28 14:39:15
Itel,A50,32GB,Jumia,PC Portables,https://www.jumia.ma/itel-a50c-6.6-32-go-4-go-ram-black-65558705.html,1299.0,N/A,Aucune,2025-01-28 14:39:15
Apple,A14,4GB,Jumia,PC Portables,https://www.jumia.ma/apple-phone-12-normal-64-gb-61-violet-a14-bionic-4-go-ram-remis-a-neuf-66061814.html,5999.0,3999.0,33%,2025-01-28 14:39:15
Infinix,Note 40,128GB,Jumia,PC Portables,https://www.jumia.ma/infinix-note-40-pro-6.78-128-go-12-go-ram-titan-gold-65763567.html,5100.0,3400.0,33%,2025-01-28 14:39:15
XIAOMI,Redmi A3x,128GB,Jumia,PC Portables,https://www.jumia.ma/xiaomi-redmi-a3x-6.7-128go-4ram-5000mah-white-65723625.html,1299.0,1199.0,8%,2025-01-28 14:39:15
Vivo,Y16,64GB,Jumia,PC Portables,https://www.jumia.ma/vivo-y16-6.5-64-go-4-go-ram-stellar-black-59223467.html,1699.0,N/A,Aucune,2025-01-28 14:39:15
Samsung,Galaxy A16,128GB,Jumia,PC Portables,https://www.jumia.ma/samsung-galaxy-a16-128-go-4-go-ram-gray-65804232.html,2499.0,1949.0,22%,2025-01-28 14:39:15
Apple,iPhone 15,128GB,Jumia,PC Portables,https://www.jumia.ma/apple-iphone-15-plus-67-128-go-6-go-ram-jaune-64124390.html,14000.0,10975.0,22%,2025-01-28 14:39:18
Itel,A50,64GB,Jumia,PC Portables,https://www.jumia.ma/itel-a50-6.6-64-go-6-go-ram-green-65333826.html,1299.0,N/A,Aucune,2025-01-28 14:39:18
Apple,iPhone 16,128GB,Jumia,PC Portables,https://www.jumia.ma/apple-iphone-16-6.1-128-go-vert-bouton-action-controle-de-camera-a18-ios-48-mpx-new-65807940.html,11999.0,10800.0,10%,2025-01-28 14:39:18
Vivo,Y02,3GB,Jumia,PC Portables,https://www.jumia.ma/vivo-y02s-6.51-3-go-ram-32-go-rom-5000-mah-dual-sim-fast-charge-18w-bleu-63509594.html,1220.0,N/A,Aucune,2025-01-28 14:39:18
Apple,iPhone 15,8GB,Jumia,PC Portables,https://www.jumia.ma/apple-iphone-15-pro-max-6.7-8-go-ram-256-go-titane-blue-ecran-oled-remis-a-neuf-66063916.html,14699.0,11499.0,22%,2025-01-28 14:39:18
XIAOMI,Redmi 14C,128GB,Jumia,PC Portables,https://www.jumia.ma/xiaomi-redmi-14c-6.88-128-go-6-go-ram-red-65693839.html,1849.0,1596.0,14%,2025-01-28 14:39:18
XIAOMI,Redmi 12,8GB,Jumia,PC Portables,https://www.jumia.ma/xiaomi-redmi-12-6.79-8-go-de-ram-256-go-rom-noir-65698155.html,2349.0,N/A,Aucune,2025-01-28 14:39:18
Samsung,Galaxy S24,12GB,Jumia,PC Portables,https://www.jumia.ma/samsung-galaxy-s24-noir-12-go-512-go-ecran-amoled-2x-120hz-6.7-inch-4900mah-neuf-64704616.html,14899.0,11799.0,21%,2025-01-28 14:39:18
XIAOMI,Redmi 14C,8GB,Jumia,PC Portables,https://www.jumia.ma/xiaomi-redmi-14c-6.88-128gb-4gb-jusqua-8go-helio-g81-ultra-5160-mah-50-mp-sage-green-65641310.html,1489.0,N/A,Aucune,2025-01-28 14:39:18
Apple,iPhone 16,128GB,Jumia,PC Portables,https://www.jumia.ma/apple-iphone-16-plus-6.7-128-go-noir-bouton-action-controle-de-camera-a18-ios-48-mpx-8-go-ram-65795102.html,12999.0,11999.0,8%,2025-01-28 14:39:18
Infinix,Note 40,256GB,Jumia,PC Portables,https://www.jumia.ma/infinix-note-40-6.7-256go-rom-8gb-jusqua-16go-helio-g99-108-mp-32mp-65723413.html,3000.0,2830.0,6%,2025-01-28 14:39:18
XIAOMI,Redmi 14C,128GB,Jumia,PC Portables,https://www.jumia.ma/xiaomi-redmi-14c-6.88-128-go-4-go-ram-jusqua-8-go-helio-g81-ultra-5160-mah-50mp-purple-65680077.html,1599.0,1450.0,9%,2025-01-28 14:39:18
Samsung,Galaxy Z,256GB,Jumia,PC Portables,https://www.jumia.ma/samsung-galaxy-z-flip-6-6.7-256-go-argent-shadow-sm-f741bzsamwd-65815771.html,4009.0,2987.0,25%,2025-01-28 14:39:18
ZTE,Nubia V60,16GB,Jumia,PC Portables,https://www.jumia.ma/zte-nubia-v60-design-6.6-256gb-6gb-jusqua-16go-5000-mah-50mp-sunrise-violet-65925127.html,1699.0,1549.0,9%,2025-01-28 14:39:18
ZTE,Nubia V60,14GB,Jumia,PC Portables,https://www.jumia.ma/zte-nubia-v60-design-6.6-256gb-4gb-jusqua-14go-5000-mah-50mp-champagne-gold-65915165.html,1599.0,1470.0,8%,2025-01-28 14:39:18
Apple,iPhone 16,256GB,Jumia,PC Portables,https://www.jumia.ma/apple-iphone-16-61-256-go-8-go-ram-sarcelle-65924628.html,12999.0,11975.0,8%,2025-01-28 14:39:18
Samsung,galaxy a05s,4GB,Jumia,PC Portables,https://www.jumia.ma/samsung-galaxy-a05s-light-violet-4go-128-go-sm-a057flvgmwd-65311476.html,2852.0,2203.0,23%,2025-01-28 14:39:21
Samsung,A35,8GB,Jumia,PC Portables,https://www.jumia.ma/samsung-smartphone-a35-awesome-lilac-6.6-octa-core-8go-256go-android-5g-ds-sm-a356elvvmwd-65144826.html,6691.0,5416.0,19%,2025-01-28 14:39:21
Samsung,A05,128GB,Jumia,PC Portables,https://www.jumia.ma/samsung-a05-6.7-128-go-4-go-ram-ips-lcd-5000-mah-50mp-noir-64881532.html,1449.0,1329.0,8%,2025-01-28 14:39:21
Oppo,A3,64GB,Jumia,PC Portables,https://www.jumia.ma/oppo-a3x-6.6-64-go-4-go-ram-nebula-red-65947332.html,1459.0,1399.0,4%,2025-01-28 14:39:21
Samsung,A55,8GB,Jumia,PC Portables,https://www.jumia.ma/samsung-smartphone-a55-genial-lilas-66-octa-core-8go-256go-android-5g-sm-a556elvwmwd-65144827.html,7933.0,6238.0,21%,2025-01-28 14:39:21
Samsung,A35,8GB,Jumia,PC Portables,https://www.jumia.ma/samsung-smartphone-a35-awesome-iceblue-6.6-octa-core-8go-256go-android-5g-sm-a356elbvmwd-65151425.html,6691.0,5416.0,19%,2025-01-28 14:39:21
Samsung,Galaxy A04s,64GB,Jumia,PC Portables,https://www.jumia.ma/samsung-galaxy-a04s-6.5-64-go-4-go-ram-noir-65328978.html,1999.0,1445.0,28%,2025-01-28 14:39:21
Samsung,Galaxy Z,512GB,Jumia,PC Portables,https://www.jumia.ma/samsung-galaxy-z-fold-6-7.6-512-go-12-go-ram-snapdragon-silver-shadow-neuf-66009911.html,25599.0,16599.0,35%,2025-01-28 14:39:21
Samsung,A06,128GB,Jumia,PC Portables,https://www.jumia.ma/samsung-a06-61-128-go-6-go-ram-light-bleu-65846916.html,1799.0,1650.0,8%,2025-01-28 14:39:21
Samsung,Galaxy A04s,128GB,Jumia,PC Portables,https://www.jumia.ma/samsung-galaxy-a04s-6.5-128-go-4-go-ram-copper-65549531.html,1999.0,1649.0,18%,2025-01-28 14:39:21
Oppo,A83,64GB,Jumia,PC Portables,https://www.jumia.ma/a83-5.7-64gb-4gb-13mp-camera-dual-sim-4g-rouge-oppo-mpg845454.html,2399.0,N/A,Aucune,2025-01-28 14:39:21
Apple,iPhone 16,256GB,Jumia,PC Portables,https://www.jumia.ma/apple-iphone-16-61-256-go-8-go-ram-noir-65924632.html,12999.0,11775.0,9%,2025-01-28 14:39:21
ZTE,Nubia V60,14GB,Jumia,PC Portables,https://www.jumia.ma/zte-nubia-v60-6.6-256gb-4gb-jusqua-14go-5000-mah-50mp-sunrise-violet-65925311.html,1500.0,1469.0,2%,2025-01-28 14:39:21
Samsung,Galaxy A25,128GB,Jumia,PC Portables,https://www.jumia.ma/samsung-galaxy-a25-5g-6.3-128-go-6-go-ram-50-mp-bleu-65693378.html,3000.0,2680.0,11%,2025-01-28 14:39:21
Samsung,Galaxy Z,512GB,Jumia,PC Portables,https://www.jumia.ma/samsung-galaxy-z-fold-6-7.6-512-go-12-go-ram-5g-bleu-marine-sm-f956bdbgmwd-65467162.html,33849.0,26724.0,21%,2025-01-28 14:39:21
Apple,iPhone 15,256GB,Jumia,PC Portables,https://www.jumia.ma/apple-iphone-15-61-256-go-6-go-ram-jaune-64037174.html,14000.0,11975.0,14%,2025-01-28 14:39:21
Samsung,A35,8GB,Jumia,PC Portables,https://www.jumia.ma/samsung-smartphone-a35-awesome-lemon-6.6-octa-core-8go-256go-android-5g-sm-a356ezyvmwd-65144839.html,6691.0,5416.0,19%,2025-01-28 14:39:21
XIAOMI,Redmi Note,8GB,Jumia,PC Portables,https://www.jumia.ma/xiaomi-redmi-note-13-amoled-120hz-6.67-8-go-ram-256-go-rom-snapdragon-685-108-mp-8-mp-noir-kit-watch-65756385.html,2590.0,2490.0,4%,2025-01-28 14:39:25
