Brand,Model,Storage,marketplace,category,link,priceInitial,pricePromo,promotiontype,collectionTime
XIAOMI,Redmi Note,256GB,Jumia,PC Portables,https://www.jumia.ma/xiaomi-redmi-note-14-66-amoled-120hz-256go-8go-helio-g99-ultra-108mp-green-66012911.html,2599.0,2399.0,8%,2025-01-28 14:39:25
Itel,A49,32GB,Jumia,PC Portables,https://www.jumia.ma/itel-a49-6.6-32-go-2-go-ram-noir-64629034.html,1199.0,929.0,23%,2025-01-28 14:39:25
Samsung,Galaxy A34,128GB,Jumia,PC Portables,https://www.jumia.ma/samsung-galaxy-a34-6.6-128-go-8-go-ram-5000-mah-noir-65693552.html,3900.0,3450.0,12%,2025-01-28 14:39:25
Samsung,Galaxy A34,256GB,Jumia,PC Portables,https://www.jumia.ma/samsung-galaxy-a34-5g-6.6-256-go-8-go-ram-amoled-120-hz-graphite-65969886.html,3299.0,3129.0,5%,2025-01-28 14:39:25
XIAOMI,Redmi A3X,64GB,Jumia,PC Portables,https://www.jumia.ma/xiaomi-redmi-a3x-6.7-64-go-3-go-ram-red-65625378.html,1199.0,1050.0,12%,2025-01-28 14:39:25
Samsung,A05,128GB,Jumia,PC Portables,https://www.jumia.ma/samsung-a05-6.7-128-go-4-go-ram-ips-lcd-5000-mah-50mp-blanc-65127539.html,1449.0,1329.0,8%,2025-01-28 14:39:25
XIAOMI,Redmi 13,8GB,Jumia,PC Portables,https://www.jumia.ma/xiaomi-redmi-13-6.79-8-go-ram-256-go-rom-helio-g91-ultra-5030-mah-33w-108-mp-noir-watch-kit-65777259.html,2290.0,2090.0,9%,2025-01-28 14:39:25
XIAOMI,Redmi 14C,128GB,Jumia,PC Portables,https://www.jumia.ma/redmi-14c-6.88-128gb-4gb-jusqua-8go-helio-g81-ultra-5160-mah-50-mp-midnight-black-xiaomi-mpg1482006.html,1499.0,1420.0,5%,2025-01-28 14:39:25
Vivo,Y21,4GB,Jumia,PC Portables,https://www.jumia.ma/vivo-y21-4-go-ram-64-go-rom-5000mah-6.51inch-diamond-glow-65979551.html,2400.0,1600.0,33%,2025-01-28 14:39:25
XIAOMI,Redmi 14C,8GB,Jumia,PC Portables,https://www.jumia.ma/xiaomi-redmi-14c-6.88-128gb-4gb-jusqua-8go-helio-g81-ultra-5160-mah-50-mp-midnight-black-65641289.html,1479.0,N/A,Aucune,2025-01-28 14:39:25
Samsung,A55,8GB,Jumia,PC Portables,https://www.jumia.ma/samsung-smartphone-a55-awesome-citron-66-octa-core-8go-256go-android-5g-sm-a556ezywmwd-65151410.html,7933.0,6238.0,21%,2025-01-28 14:39:25
XIAOMI,Redmi A3x,128GB,Jumia,PC Portables,https://www.jumia.ma/xiaomi-redmi-a3x-6.7-128go-4ram-5000mah-midnight-black-65723601.html,1349.0,1109.0,18%,2025-01-28 14:39:25
ZTE,A33,32GB,Jumia,PC Portables,https://www.jumia.ma/zte-blade-a33s-6.3-32-go-2-go-ram-ice-blue-65930465.html,1399.0,890.0,36%,2025-01-28 14:39:25
Samsung,Galaxy A25,128GB,Jumia,PC Portables,https://www.jumia.ma/samsung-galaxy-a25-5g-6.3-128-go-6-go-ram-50-mp-noir-65693388.html,3000.0,2730.0,9%,2025-01-28 14:39:25
Infinix,Note 40,256GB,Jumia,PC Portables,https://www.jumia.ma/infinix-note-40-6.7-256go-rom-8gb-jusqua-16go-helio-g99-108-mp-32mp-65724098.html,3000.0,2830.0,6%,2025-01-28 14:39:25
XIAOMI,Redmi 13,256GB,Jumia,PC Portables,https://www.jumia.ma/xiaomi-redmi-13-6.79-256-go-8-go-ram-jusqua-16-go-helio-g91-ultra-108mp-gold-65296713.html,2399.0,N/A,Aucune,2025-01-28 14:39:28
Samsung,A55,8GB,Jumia,PC Portables,https://www.jumia.ma/samsung-smartphone-a55-genial-iceblue-66-octacore-8go-256go-android-5g-sm-a556elbwmwd-65151433.html,7933.0,6238.0,21%,2025-01-28 14:39:28
Samsung,Galaxy A35,8GB,Jumia,PC Portables,https://www.jumia.ma/samsung-galaxy-a35-5g-6.6-8-go-ram-256-go-rom-50-mp-12-mp-5-mp-32-mp-ice-bleu-65296250.html,4690.0,4390.0,6%,2025-01-28 14:39:28
XIAOMI,Redmi 13,128GB,Jumia,PC Portables,https://www.jumia.ma/xiaomi-redmi-13-6.79-128-go-6-go-ram-helio-g91-ultra-5030mah-108mp-bleu-65286785.html,2099.0,N/A,Aucune,2025-01-28 14:39:28
Apple,iPhone 15,256GB,Jumia,PC Portables,https://www.jumia.ma/apple-iphone-15-61-256-go-6-go-ram-vert-64037254.html,14000.0,11975.0,14%,2025-01-28 14:39:28
Samsung,A06,128GB,Jumia,PC Portables,https://www.jumia.ma/samsung-a06-61-128-go-6-go-ram-black-65846915.html,1799.0,1650.0,8%,2025-01-28 14:39:28
Samsung,A05,128GB,Jumia,PC Portables,https://www.jumia.ma/samsung-a05-6.7-128-go-4-go-ram-ips-lcd-noir-65965417.html,1699.0,1359.0,20%,2025-01-28 14:39:28
ZTE,A54,128GB,Jumia,PC Portables,https://www.jumia.ma/zte-blade-a54-65-128-go-4-go-ram-lilac-65847332.html,1300.0,1249.0,4%,2025-01-28 14:39:28
XIAOMI,Redmi A3x,128GB,Jumia,PC Portables,https://www.jumia.ma/xiaomi-redmi-a3x-6.7-128go-4ram-5000mah-aurora-green-65723638.html,1299.0,1199.0,8%,2025-01-28 14:39:28
XIAOMI,Redmi 14C,16GB,Jumia,PC Portables,https://www.jumia.ma/xiaomi-redmi-14c-6.88-256gb-8gb-jusqua-16go-helio-g81-ultra-5160-mah-50-mp-midnight-black-65636670.html,1799.0,1669.0,7%,2025-01-28 14:39:31
XIAOMI,Redmi 13,128GB,Jumia,PC Portables,https://www.jumia.ma/xiaomi-redmi-13-6.79-128-go-6-go-ram-helio-g91-ultra-5030mah33w-108mp-gold-65288893.html,2099.0,N/A,Aucune,2025-01-28 14:39:31
ZTE,A54,128GB,Jumia,PC Portables,https://www.jumia.ma/zte-blade-a54-65-128-go-4-go-ram-bleu-65847337.html,1300.0,1249.0,4%,2025-01-28 14:39:31
XIAOMI,Redmi 13,256GB,Jumia,PC Portables,https://www.jumia.ma/xiaomi-redmi-13-6.79-256-go-8-go-ram-helio-g91-ultra-5030mah33w-108mp-gold-65288889.html,2399.0,N/A,Aucune,2025-01-28 14:39:31
XIAOMI,Redmi A3x,64GB,Jumia,PC Portables,https://www.jumia.ma/xiaomi-redmi-a3x-6.5-64-go-3-go-ram-midnight-noir-65956494.html,1190.0,1090.0,8%,2025-01-28 14:39:31
XIAOMI,Redmi 10A,4GB,Jumia,PC Portables,https://www.jumia.ma/xiaomi-redmi-10a-6.53-4-go-ram-128-go-rom-android-13-mp-5-mp-gris-59020286.html,1399.0,N/A,Aucune,2025-01-28 14:39:31
Samsung,A25,8GB,Jumia,PC Portables,https://www.jumia.ma/samsung-smartphone-a25-light-blue-6.5-exynos-1280-8go-256go-android-5g-ds-sm-a256elbhmwd-65324686.html,5271.0,4065.0,23%,2025-01-28 14:39:31
Samsung,galaxy a05s,6GB,Jumia,PC Portables,https://www.jumia.ma/samsung-galaxy-a05s-silver-6go-128go-sm-a057fzshmwd-65311150.html,2829.0,2421.0,14%,2025-01-28 14:39:31
Samsung,A05,128GB,Jumia,PC Portables,https://www.jumia.ma/samsung-a05-6.7-128-go-4-go-ram-ips-lcd-5000-mah-50mp-green-64881533.html,1449.0,N/A,Aucune,2025-01-28 14:39:31
ZTE,A54,128GB,Jumia,PC Portables,https://www.jumia.ma/zte-blade-a54-65-128-go-4-go-ram-gray-65847326.html,1300.0,1249.0,4%,2025-01-28 14:39:36
Samsung,A25,6GB,Jumia,PC Portables,https://www.jumia.ma/samsung-smartphone-a25-yellow-6.5-exynos-1280-6go-128go-android-5g-ds-sm-a256ezydmwd-65324782.html,4458.0,3447.0,23%,2025-01-28 14:39:36
Vivo,Y02,3GB,Jumia,PC Portables,https://www.jumia.ma/vivo-y02s-6.51-3-go-ram-32-go-rom-5000-mah-dual-sim-fast-charge-18w-bleu-65982267.html,1800.0,1210.0,33%,2025-01-28 14:39:36
Samsung,Galaxy M33,6GB,Jumia,PC Portables,https://www.jumia.ma/samsung-galaxy-m33-6.6-5g-6-go-ram-128-go-rom-dual-sim-50-mp-marron-66003633.html,3500.0,2370.0,32%,2025-01-28 14:39:36
Samsung,A25,8GB,Jumia,PC Portables,https://www.jumia.ma/samsung-smartphone-a25-yellow-6.5-exynos-1280-8go-256go-android-5g-ds-sm-a256ezyhmwd-65324790.html,5146.0,3981.0,23%,2025-01-28 14:39:36
Apple,iPhone 15,512GB,Jumia,PC Portables,https://www.jumia.ma/apple-iphone-15-pro-max-512-go-bleu-ecran-oled-6.7-inch-8-go-ram-remis-a-neuf-65134857.html,14900.0,13800.0,7%,2025-01-28 14:39:36
XIAOMI,Redmi Note,128GB,Jumia,PC Portables,https://www.jumia.ma/xiaomi-redmi-note-14-66-amoled-120hz-128go-6go-helio-g99-ultra-108mp-blue-66064809.html,2199.0,1999.0,9%,2025-01-28 14:39:36
XIAOMI,Redmi Note,128GB,Jumia,PC Portables,https://www.jumia.ma/xiaomi-redmi-note-14-66-amoled-120hz-128go-6go-helio-g99-ultra-108mp-black-66064825.html,2199.0,1990.0,10%,2025-01-28 14:39:36
XIAOMI,Redmi Note,128GB,Jumia,PC Portables,https://www.jumia.ma/xiaomi-redmi-note-14-66-amoled-120hz-128go-6go-helio-g99-ultra-108mp-green-66064785.html,2199.0,N/A,Aucune,2025-01-28 14:39:36
Samsung,Galaxy S22,8GB,Jumia,PC Portables,https://www.jumia.ma/samsung-galaxy-s22-blanc-6.1-8go-128go-dual-sim-remis-a-neuf-60041757.html,6499.0,N/A,Aucune,2025-01-28 14:39:39
XIAOMI,Redmi Note,8GB,Jumia,PC Portables,https://www.jumia.ma/xiaomi-redmi-note-13-pro-plus-5g-8go-256go-dimensity-7200-ultra-200-mp-blanc-64681253.html,4090.0,N/A,Aucune,2025-01-28 14:39:39
Oppo,A3,4GB,Jumia,PC Portables,https://www.jumia.ma/oppo-a3x-4go-64go-snapdragon-6s-4g-gen1-nebula-red-65650246.html,1299.0,N/A,Aucune,2025-01-28 14:39:39
XIAOMI,Redmi 13C,8GB,Jumia,PC Portables,https://www.jumia.ma/xiaomi-redmi-13c-6.74-8-go-ram-256-go-rom-helio-g85-5000-mah-50-mp-bleu-64546275.html,2080.0,N/A,Aucune,2025-01-28 14:39:39
Huawei,Y6,2GB,Jumia,PC Portables,https://www.jumia.ma/y6-prime-2019-6-4g-2go-32go-android-9-pie-13mp8mp-black-huawei-mpg73956.html,1380.0,N/A,Aucune,2025-01-28 14:39:39
Samsung,Galaxy A03,2GB,Jumia,PC Portables,https://www.jumia.ma/galaxy-a03-core-65-2go-ram-32go-rom-onyx-black-samsung-mpg1400075.html,2679.0,949.0,65%,2025-01-28 14:39:39
Samsung,Galaxy S10,8GB,Jumia,PC Portables,https://www.jumia.ma/galaxy-s10-6.4-128go-8go-android-9.0-noir-samsung-mpg836853.html,9990.0,N/A,Aucune,2025-01-28 14:39:39
Samsung,Galaxy A10,2GB,Jumia,PC Portables,https://www.jumia.ma/galaxy-a10-6.2-4g-2go-32go-bleu-samsung-mpg80254.html,1299.0,N/A,Aucune,2025-01-28 14:39:39
Huawei,Y3,8GB,Jumia,PC Portables,https://www.jumia.ma/huawei-y3-2017-3g-5-8go1-go-android-gold-32464210.html,899.0,N/A,Aucune,2025-01-28 14:39:39
Samsung,Galaxy A10s,2GB,Jumia,PC Portables,https://www.jumia.ma/galaxy-a10s-6.2-2go-32go-noir-garantie-1-an-samsung-mpg862837.html,1299.0,N/A,Aucune,2025-01-28 14:39:39
Apple,iPhone 7,2GB,Jumia,PC Portables,https://www.jumia.ma/iphone-7-cpo-reconditionne-premium-4.7-32-gb-2go-ios-10-12mp-silver-apple-mpg51891.html,5349.0,N/A,Aucune,2025-01-28 14:39:39
Samsung,Galaxy S10,8GB,Jumia,PC Portables,https://www.jumia.ma/galaxy-s10-6.1-128go-8go-android-pie-blanc-samsung-mpg839883.html,8790.0,N/A,Aucune,2025-01-28 14:39:39
Samsung,Galaxy A70,6GB,Jumia,PC Portables,https://www.jumia.ma/galaxy-a70-6.7-6go-128go-noir-garantie-1-an-samsung-mpg856019.html,3999.0,N/A,Aucune,2025-01-28 14:39:39
Huawei,Y6,2GB,Jumia,PC Portables,https://www.jumia.ma/y6-prime-2019-6-4g-2go-32go-android-9-pie-13mp8mp-bleu-huawei-mpg73958.html,1380.0,N/A,Aucune,2025-01-28 14:39:41
Samsung,Galaxy A10,2GB,Jumia,PC Portables,https://www.jumia.ma/galaxy-a10-2019-32-gb-2-gb-android-9.0-13-mp-5-mp-black-samsung-mpg80472.html,1599.0,N/A,Aucune,2025-01-28 14:39:41
Samsung,Galaxy A20,3GB,Jumia,PC Portables,https://www.jumia.ma/galaxy-a20-6.4-4g-3go-32go-noir-samsung-mpg82057.html,1699.0,N/A,Aucune,2025-01-28 14:39:41
Samsung,Galaxy A30,4GB,Jumia,PC Portables,https://www.jumia.ma/galaxy-a30-6.4-4g-4go-64g-android-16mp5mp-16mp-blanc-samsung-mpg77750.html,2078.0,N/A,Aucune,2025-01-28 14:39:41
Samsung,Galaxy S9,4GB,Jumia,PC Portables,https://www.jumia.ma/samsung-galaxy-s9-64gb-purple-samsung-mpg92458.html,5000.0,N/A,Aucune,2025-01-28 14:39:41
Apple,iPhone 13,4GB,Jumia,PC Portables,https://www.jumia.ma/apple-iphone-13-5g-6.1-4go-128go-rouge-44021188.html,19000.0,N/A,Aucune,2025-01-28 14:39:41
Samsung,Galaxy S8,64GB,Jumia,PC Portables,https://www.jumia.ma/galaxy-s8-5.8-64-go-4-go-octa-core-noir-samsung-mpg17871.html,6990.0,N/A,Aucune,2025-01-28 14:39:41
Samsung,Galaxy A50,4GB,Jumia,PC Portables,https://www.jumia.ma/samsung-galaxy-a50-6.4-4g-4go-128go-blanc-27402602.html,2950.0,N/A,Aucune,2025-01-28 14:39:41
Samsung,Galaxy J4,2GB,Jumia,PC Portables,https://www.jumia.ma/galaxy-j4-4g-6.0-32gb-13-mp-android-8.1-black-samsung-mpg51594.html,1599.0,N/A,Aucune,2025-01-28 14:39:41
Samsung,Galaxy A80,8GB,Jumia,PC Portables,https://www.jumia.ma/galaxy-a80-6.7-8go-128go-triple-camera-android-9.0-dore-samsung-mpg836847.html,5999.0,N/A,Aucune,2025-01-28 14:39:41
Samsung,Galaxy S10,8GB,Jumia,PC Portables,https://www.jumia.ma/galaxy-s10-6.4-128go-8go-android-9.0-blanc-samsung-mpg75296.html,9999.0,N/A,Aucune,2025-01-28 14:39:41
Samsung,Galaxy A015F,16GB,Jumia,PC Portables,https://www.jumia.ma/a015f-5.7-16gb-2-go-ram-android-dual-sim-noir-samsung-mpg860944.html,1249.0,N/A,Aucune,2025-01-28 14:39:41
Samsung,Galaxy S10,8GB,Jumia,PC Portables,https://www.jumia.ma/galaxy-s10-6.1-128go-8go-android-pie-noir-samsung-mpg75295.html,8790.0,N/A,Aucune,2025-01-28 14:39:41
Samsung,Galaxy S9,4GB,Jumia,PC Portables,https://www.jumia.ma/galaxy-s9-5.8-64gb-4go-android-noir-samsung-mpg35100.html,6490.0,N/A,Aucune,2025-01-28 14:39:41
Samsung,Galaxy S10,8GB,Jumia,PC Portables,https://www.jumia.ma/galaxy-s10-6.4-128go-8go-android-9.0-vert-samsung-mpg75297.html,9999.0,N/A,Aucune,2025-01-28 14:39:41
Samsung,Galaxy A80,8GB,Jumia,PC Portables,https://www.jumia.ma/galaxy-a80-6.7-8go-128go-triple-camera-android-9.0-silver-samsung-mpg836849.html,5723.0,N/A,Aucune,2025-01-28 14:39:41
Samsung,Galaxy S8,64GB,Jumia,PC Portables,https://www.jumia.ma/galaxy-s8-5.8-64-go-4-go-octa-core-gold-samsung-mpg15190.html,6990.0,N/A,Aucune,2025-01-28 14:39:41
Samsung,Galaxy J6,3GB,Jumia,PC Portables,https://www.jumia.ma/galaxy-j6-plus-4g-32go-3go-android-13mp-8mp-noir-samsung-mpg51353.html,2499.0,N/A,Aucune,2025-01-28 14:39:41
Samsung,Galaxy S9,4GB,Jumia,PC Portables,https://www.jumia.ma/galaxy-s9-5.8-64gb-4go-android-gris-samsung-mpg35099.html,6490.0,N/A,Aucune,2025-01-28 14:39:41
Samsung,Galaxy A20,3GB,Jumia,PC Portables,https://www.jumia.ma/galaxy-a20-6.4-4g-3go-32go-bleu-samsung-mpg82056.html,1699.0,N/A,Aucune,2025-01-28 14:39:41
Samsung,Galaxy J8,4GB,Jumia,PC Portables,https://www.jumia.ma/samsung-galaxy-j8-6.0-4go-64go-noir-garantie-1-an-28978146.html,1997.0,N/A,Aucune,2025-01-28 14:39:41
Samsung,Galaxy A20,3GB,Jumia,PC Portables,https://www.jumia.ma/galaxy-a20-6.4-4g-3go-32go-red-samsung-mpg84591.html,1699.0,N/A,Aucune,2025-01-28 14:39:41
Samsung,Galaxy J4,2GB,Jumia,PC Portables,https://www.jumia.ma/galaxy-j4-4g-6.0-32gb-13-mp-android-8.1-gold-samsung-mpg51595.html,1599.0,N/A,Aucune,2025-01-28 14:39:41
Samsung,Galaxy J8,4GB,Jumia,PC Portables,https://www.jumia.ma/galaxy-j8-60-super-amoled-4go-rame-64-go-double-camera-16-mp-gold-samsung-mpg48015.html,1997.0,N/A,Aucune,2025-01-28 14:39:41
Samsung,Galaxy A7,4GB,Jumia,PC Portables,https://www.jumia.ma/galaxy-a7-2018-6.0-4gb-ram-128gb-rom-24mp-triple-camera-blackdeux-sim-samsung-mpg68911.html,2694.0,N/A,Aucune,2025-01-28 14:39:41
Samsung,Galaxy A7,4GB,Jumia,PC Portables,https://www.jumia.ma/galaxy-a7-4g-6.0-128go-4go-android-gold-samsung-mpg64855.html,2890.0,N/A,Aucune,2025-01-28 14:39:41
Samsung,Galaxy J8,4GB,Jumia,PC Portables,https://www.jumia.ma/galaxy-j8-60-super-amoled-4go-ram-64-go-double-camera-16-mp-bleu-samsung-mpg69890.html,1997.0,N/A,Aucune,2025-01-28 14:39:44
Samsung,Galaxy S25,256GB,Jumia,PC Portables,https://www.jumia.ma/samsung-galaxy-s25-ultra-6.9-256-go-12-go-ram-titanium-black-66067142.html,16490.0,N/A,Aucune,2025-01-28 14:39:44
Samsung,Galaxy S25,256GB,Jumia,PC Portables,https://www.jumia.ma/samsung-galaxy-s25-ultra-6.9-256-go-12-go-ram-titanium-silverblue-66067141.html,16490.0,N/A,Aucune,2025-01-28 14:39:44
Samsung,Galaxy S25,512GB,Jumia,PC Portables,https://www.jumia.ma/samsung-galaxy-s25-ultra-6.9-512-go-12-go-ram-titanium-gray-66067173.html,18490.0,N/A,Aucune,2025-01-28 14:39:44
Samsung,Galaxy S25,12GB,Jumia,PC Portables,https://www.jumia.ma/samsung-galaxy-s25-ultra-6.9-1-tb-12-go-ram-titanium-gray-66067229.html,20990.0,N/A,Aucune,2025-01-28 14:39:44
Samsung,Galaxy S25,256GB,Jumia,PC Portables,https://www.jumia.ma/samsung-galaxy-s25-ultra-6.9-256-go-12-go-ram-titanium-gray-66067140.html,16490.0,N/A,Aucune,2025-01-28 14:39:44
Samsung,Galaxy S25,12GB,Jumia,PC Portables,https://www.jumia.ma/samsung-galaxy-s25-ultra-6.9-1-tb-12-go-ram-titanium-whitesilver-66067182.html,20990.0,N/A,Aucune,2025-01-28 14:39:44
Samsung,Galaxy S25,12GB,Jumia,PC Portables,https://www.jumia.ma/samsung-galaxy-s25-ultra-6.9-1-tb-12-go-ram-titanium-silverblue-66067239.html,20990.0,N/A,Aucune,2025-01-28 14:39:44
Samsung,Galaxy S25,12GB,Jumia,PC Portables,https://www.jumia.ma/samsung-galaxy-s25-ultra-6.9-1-tb-12-go-ram-titanium-black-66067201.html,20990.0,N/A,Aucune,2025-01-28 14:39:44
Samsung,Galaxy S25,512GB,Jumia,PC Portables,https://www.jumia.ma/samsung-galaxy-s25-ultra-6.9-512-go-12-go-ram-titanium-whitesilver-66067169.html,18490.0,N/A,Aucune,2025-01-28 14:39:44
Samsung,Galaxy S25,512GB,Jumia,PC Portables,https://www.jumia.ma/samsung-galaxy-s25-ultra-6.9-512-go-12-go-ram-titanium-black-66067159.html,18490.0,N/A,Aucune,2025-01-28 14:39:44
Samsung,Galaxy S25,512GB,Jumia,PC Portables,https://www.jumia.ma/samsung-galaxy-s25-ultra-6.9-512-go-12-go-ram-titanium-silverblue-66067176.html,18490.0,N/A,Aucune,2025-01-28 14:39:44
Samsung,Galaxy S25,256GB,Jumia,PC Portables,https://www.jumia.ma/samsung-galaxy-s25-ultra-6.9-256-go-12-go-ram-titanium-whitesilver-66067139.html,16490.0,N/A,Aucune,2025-01-28 14:39:44
Samsung,Galaxy S25,512GB,Jumia,PC Portables,https://www.jumia.ma/samsung-galaxy-s25-62-512-go-12-go-ram-icyblue-66067193.html,12990.0,N/A,Aucune,2025-01-28 14:39:44
Samsung,Galaxy S25,256GB,Jumia,PC Portables,https://www.jumia.ma/samsung-galaxy-s25-62-256-go-12-go-ram-navy-66067158.html,11490.0,N/A,Aucune,2025-01-28 14:39:44
Samsung,Galaxy S25,256GB,Jumia,PC Portables,https://www.jumia.ma/samsung-galaxy-s25-62-256-go-12-go-ram-mint-66067133.html,11490.0,N/A,Aucune,2025-01-28 14:39:44
Samsung,Galaxy S25,512GB,Jumia,PC Portables,https://www.jumia.ma/samsung-galaxy-s25-62-512-go-12-go-ram-silver-shadow-66067215.html,12990.0,N/A,Aucune,2025-01-28 14:39:47
Samsung,Galaxy S25,256GB,Jumia,PC Portables,https://www.jumia.ma/samsung-galaxy-s25-62-256-go-12-go-ram-icyblue-66067175.html,11490.0,N/A,Aucune,2025-01-28 14:39:47
Samsung,Galaxy S25,512GB,Jumia,PC Portables,https://www.jumia.ma/samsung-galaxy-s25-62-512-go-12-go-ram-navy-66067222.html,12990.0,N/A,Aucune,2025-01-28 14:39:47
Samsung,Galaxy S25,512GB,Jumia,PC Portables,https://www.jumia.ma/samsung-galaxy-s25-62-512-go-12-go-ram-mint-66067218.html,12990.0,N/A,Aucune,2025-01-28 14:39:47
Samsung,Galaxy S25,256GB,Jumia,PC Portables,https://www.jumia.ma/samsung-galaxy-s25-62-256-go-12-go-ram-silver-shadow-66067125.html,11490.0,N/A,Aucune,2025-01-28 14:39:47
